start,end,id,total_len,country,mode,devicetype,language,consent,relationship,income_reference,income_year,income_month,income_week,country_birth_mother,country_birth_father,country_birth_partner,municipality_years,children_hh,children_out,childr_n_0to5,childr_n_6to15,others_n,grandchildren,pets__1,pets__2,pets__3,pets__4,pets__5,pets__6,contract,worklife_balance,telework,rand1,loneliness_djg_a,loneliness_djg_b,loneliness_djg_c,loneliness_djg_d,loneliness_djg_e,loneliness_djg_f,family_meet_face,family_meet_tele,family_n__1,family_n__1__open,friends_meet_face,friends_meet_tele,friends_n__1,friends_n__1__open,neighbours,social_support_a,social_support_b,social_support_c,social_support_d,relationship_happiness,social_activities_a,social_activities_b,social_activities_c,loneliness_ucla_a,loneliness_ucla_b,loneliness_ucla_c,relationship_need,loneliness_direct,loneliness_intensity,life_events__1,life_events__2,life_events__3,life_events__4,life_events__5,life_events__6,life_events__7,life_events__8,life_events__9,life_events__10,life_events__11,life_events__12,lost_spouse,interventions_heard,interventions_done__1,interventions_done__2,interventions_done__3,interventions_done__4,interventions_done__5,interventions_done__6,interventions_done__7,interventions_done__8,interventions_done__9,interventions_done__10,interventions_done__11,interventions_done__12,interventions_done__13,interventions_done__14,interventions_done__15,interventions_done__16,loneliness_work_a,loneliness_work_b,loneliness_work_c,loneliness_education_a,loneliness_education_b,loneliness_education_c,loneliness_stigma1,loneliness_stigma2,sm_purpose_a,sm_purpose_b,sm_purpose_c,sm_purpose_d,sm_purpose_e,sm_time_a,sm_time_b,sm_time_c,sm_time_d,feelings_nerv,feelings_hopel,feelings_restl,feelings_depr,feelings_worthl,risk_a,risk_b,risk_c,civic_attitudes_a,civic_attitudes_b,civic_attitudes_c,trust,vote,vote_open,child_health,child_health_relatives_1,child_health_relatives_2,child_health_relatives_3,child_health_relatives_4,child_health_relatives_5,child_health_relatives_6,child_relationship_a,child_relationship_b,child_friends,religion_child,religion_now,health_general,smoking,gender,date_birth_month,date_birth_year,age,age_class,country_birth_yourself,sex_orientation,education,adults_n,region_residence,municipality_type,work_status,main_job,occupation,nace_sector,income_source,exercise,health_condition,health_condition_intensity,w_country,w_country_5,w_design
28 Nov 22,28 Nov 22,935,1160.615,10,1,1,fr,1,3,2,,5,,14,14,14,42,0,2,0,0,0,3,,,,,,6,,,,1,3,3,3,1,2,1,5,7,1,5,5,6,1,2,3,4,5,3,3,7,5,1,1,1,1,1,5,5,,,,,,,,7,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,998,1,1,1,1,1,1,1,1,2,8,5,6,6,6,6,4,4,4,7,9,5,5,172,,1,1,,,,,,6,5,3,5,5,3,3,2,1,1945,77,6,14,1,4,2,46,1,6,,,,3,4,1,2,1.3758773,1.263374,.68233865
28 Nov 22,28 Nov 22,936,1034.519,10,2,1,fr,1,2,3,10,,,14,14,14,1,0,3,0,0,0,3,1,,,,,,,,,1,3,3,3,2,2,2,6,6,1,12,6,6,1,10,1,4,4,4,4,8,5,4,7,1,1,1,5,5,,,,,,,,7,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,3,3,1,1,1,2,2,2,1,6,6,6,6,6,6,3,4,8,5,8,8,5,181,,1,,,,,5,,8,7,1,2,5,1,3,2,2,1957,65,5,84,999,6,2,36,1,6,,,,6,3,999,,.37366149,.437085,1.2044554
28 Nov 22,28 Nov 22,937,1643.191,27,2,2,sv,1,4,2,,6,,41,44,,24,3,0,0,0,0,1,,,,,,6,1,8,2,2,1,2,2,3,2,3,3,4,1,4,2,3,1,0,2,2,1,3,3,,1,3,4,3,2,2,5,2,8,,,,,,,,,,,11,,,998,,2,,,,,,,,10,,,,,,,3,5,5,,,,1,1,2,4,2,4,3,5,3,1,4,4,2,3,2,2,5,4,3,8,7,7,5,373,,1,,,,,5,,9,3,2,4,4,3,2,2,3,1971,51,4,41,1,7,4,133,3,1,2,1,9,1,8,1,3,.78659236,.94864303,.86551613
28 Nov 22,28 Nov 22,938,1204.303,27,2,2,sv,1,3,2,,7,,41,41,41,21,3,2,0,2,0,1,1,,,,,,1,7,2,1,3,3,3,1,1,1,2,5,1,6,4,4,1,6,2,4,5,4,5,8,2,4,2,1,1,1,4,5,,,,,,,,,,,,11,,,2,,,,,,,,,,,,,,,,,4,2,3,,,,1,998,3,2,2,2,3,2,3,1,4,5,4,3,3,4,5,5,5,10,6,9,8,376,,2,1,,3,,,,8,7,2,5,4,2,3,2,4,1971,51,4,41,1,7,2,133,3,1,2,1,10,1,6,2,,.78659236,.56001282,.86551613
28 Nov 22,28 Nov 22,939,538.78198,27,2,2,sv,1,1,2,,2,,41,41,,2,0,0,0,0,0,,,,,,,6,,,,1,2,3,2,1,1,1,2,6,1,5,6,7,1,4,4,4,4,4,2,,5,3,7,2,2,2,6,4,7,,,,,,,,,,,11,,,2,,,,,,,,,,,,12,,,,,,,,3,2,2,1,3,4,5,1,5,4,5,5,3,6,3,4,3,4,6,8,6,2,8,6,5,7,378,,3,,,,4,,,9,8,3,4,5,2,3,1,2,2001,21,1,41,1,4,1,134,3,2,,,,7,2,2,,1.6645005,3.0000975,1.2247224
28 Nov 22,28 Nov 22,940,554.05701,27,2,1,sv,1,1,2,,999,,224,224,,49,0,0,0,0,0,1,,,,,,6,3,10,1,2,1,2,3,3,3,3,2,2,1,1,1,1,1,0,1,1,1,1,1,,1,2,1,3,3,3,1,1,1,,,,,,,7,,,,,,,2,,,,,,,,,,,,,,,,999,4,997,997,,,,998,2,1,3,1,3,1,3,1,1,7,4,1,4,1,6,6,1,1,1,1,1,1,374,,3,,,,,5,,5,4,1,4,5,5,3,1,6,1968,54,4,41,1,4,1,133,3,1,2,3,6,1,1,2,,1.0727518,1.887699,.86551613
28 Nov 22,28 Nov 22,941,1322.278,10,2,1,fr,1,2,2,,6,,14,14,14,42,0,1,0,0,0,1,,2,3,,,,,,,2,3,3,3,3,3,2,1,2,1,1,4,1,1,1,2,1,1,1,1,8,1,2,1,1,1,1,4,5,,,,,,,,,,,,11,,,1,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,1,1,1,1,1,4,6,6,6,6,6,2,2,2,8,6,9,5,174,,2,,,,,5,,5,7,1,5,5,2,3,1,11,1956,66,6,14,1,7,1,37,3,6,,,,3,8,1,3,.21214359,.17748342,.3847349
28 Nov 22,28 Nov 22,942,1211.584,27,2,2,sv,1,3,2,,8,,41,41,41,12,0,0,0,0,0,1,,2,,,,,1,8,2,1,3,2,3,2,1,3,5,7,1,2,2,3,1,1,2,5,4,5,5,7,1,1,1,3,2,2,4,3,6,,2,,,,,7,,,,,,,1,,,3,,,,,,,,,,,,,,5,2,1,,,,1,3,3,4,2,2,2,5,2,1,3,5,4,3,3,3,6,2,4,10,3,6,9,373,,4,,,,,5,,6,3,2,5,5,3,3,2,10,1965,57,5,41,2,7,2,134,1,1,2,2,1,1,3,2,,.63977087,.48167983,.93926126
28 Nov 22,28 Nov 22,943,1896.387,27,1,1,sv,1,3,2,,9,,41,41,41,21,0,4,0,0,0,1,,2,,,,,1,7,2,2,3,2,3,1,3,1,5,7,1,8,5,7,1,4,2,5,4,5,5,8,4,3,999,1,2,1,5,5,,,,,,,,7,,,,,,,1,,,,,,,,,,,,,,,,,4,2,1,,,,1,3,2,3,2,2,3,5,3,1,3,4,5,4,3,6,3,4,5,10,8,7,6,377,,2,,,,,5,,6,7,2,2,1,2,3,2,5,1963,59,5,41,1,7,2,133,3,1,2,1,999,1,5,2,,1.769315,1.1486804,2.4788382
28 Nov 22,28 Nov 22,944,1166.701,10,2,2,fr,1,2,999,,999,,14,14,14,22,0,1,0,0,0,1,,,,,,6,,,,2,3,3,3,2,2,1,3,2,1,6,5,5,1,20,2,3,3,4,999,9,5,6,3,1,1,1,4,5,,,,,,,,,,,,11,,,1,,,,,,,,,,,,,,,,,,,,,,,2,3,1,2,2,1,2,2,2,1,3,4,6,3,6,6,8,6,6,7,7,7,6,168,,2,,,,,5,,8,7,2,4,5,1,3,1,9,1950,72,6,14,1,4,2,36,2,6,,,,3,6,2,,2.0457263,1.9515871,.7694698
28 Nov 22,28 Nov 22,945,834.47198,27,2,1,sv,1,2,2,,2,,41,41,223,1,0,0,0,0,0,,,,,,,6,,,,1,3,3,3,2,2,1,2,4,1,1,1,6,1,0,5,4,5,4,5,10,1,1,6,2,2,2,4,4,3,,,,,,,7,,,,,,,2,,,,,,,,,,,,,,14,,,,,,4,2,2,1,3,2,3,2,1,3,3,4,8,7,5,6,4,6,6,2,2,1,3,1,3,2,374,,1,,,,,5,,7,4,2,2,5,2,3,1,8,1996,26,2,41,1,4,1,133,3,2,,,,6,1,2,,1.4044604,3.0000975,1.1433755
28 Nov 22,28 Nov 22,946,1263.642,10,2,1,fr,1,2,2,,6,,14,14,14,32,0,0,0,0,0,1,1,,,,,,1,5,2,2,3,1,3,1,1,1,6,6,1,4,6,7,1,7,1,5,4,5,4,8,5,4,2,1,1,1,5,5,,,,,,5,,7,8,,,,,,1,,,,,,,,,,,,,,,,,4,2,1,,,,1,2,3,2,1,2,3,1,3,4,5,5,5,6,6,6,3,1,2,8,10,5,6,170,,2,,,,,5,,10,9,1,3,5,2,3,1,12,1989,32,2,14,1,7,2,46,1,1,2,6,5,1,2,2,,.79185665,.65961206,1.3381872
28 Nov 22,28 Nov 22,947,1230.877,10,2,1,fr,1,3,3,10,,,14,14,14,4,2,0,2,0,0,1,,,,,,6,,3,2,2,3,3,3,2,2,2,2,3,1,3,2,2,1,3,1,5,5,5,5,8,1,3,1,1,1,1,4,4,3,,,,,,,7,8,,,,,,2,1,2,,,,,,,,,,,,,,,4,2,,,,,1,2,1,3,1,2,1,4,3,1,5,2,3,4,4,3,1,5,5,5,2,2,8,168,,1,,,,,5,,6,7,1,4,4,2,2,1,1,1988,34,2,14,1,8,2,36,3,1,3,1,7,1,2,2,,.55633807,.67250389,.66909361
28 Nov 22,28 Nov 22,948,981.849,10,2,2,fr,1,3,2,,7,,14,14,14,2,1,0,1,0,0,,,,,,,6,1,4,2,2,3,3,3,1,1,1,5,5,1,12,4,5,1,8,2,5,4,4,5,10,1,2,3,1,1,1,3,5,,,,,,,,,8,,,,,,2,,,,,,,,,,,,,,,,,5,2,3,,,,1,3,2,4,1,3,2,4,4,1,4,4,6,3,6,5,1,6,1,2,2,6,5,998,,2,,,,,5,,8,8,2,5,5,2,3,1,1,1993,29,2,14,1,7,2,42,1,1,2,4,7,1,2,2,,1.1026212,.82336777,1.3381872
28 Nov 22,28 Nov 22,949,1232.103,10,2,2,fr,1,2,2,,8,,14,14,14,46,0,2,0,0,0,3,,,,,,6,,,,1,2,1,2,2,3,1,3,7,1,3,5,5,1,1,2,2,2,3,3,7,4,3,1,2,2,2,6,3,6,,,,,,,7,8,,,,,,998,1,2,3,,,,,8,,,11,,,,,,,,,,,,1,3,4,3,3,3,3,4,3,4,1,3,6,3,3,3,4,5,4,9,999,5,5,168,,1,,,,,5,,7,7,2,2,5,3,3,2,3,1956,66,6,14,1,6,2,42,2,6,,,,3,4,998,,.45663413,.34468594,.7694698
28 Nov 22,28 Nov 22,950,1125.213,10,2,1,fr,1,1,2,,1,,14,14,,2,0,0,0,0,0,1,,,,,,6,,,,1,2,1,3,2,2,2,2,2,1,2,5,7,1,3,1,2,2,4,2,,1,5,1,2,1,2,6,3,5,,,,,,,7,,9,,,,,998,1,2,3,,,,,,,,11,,,,,,,,,,,,1,2,1,1,1,1,1,1,1,1,4,4,6,6,4,6,6,8,8,5,8,8,6,416,vote blanc,1,1,2,,,,,8,8,1,5,5,2,3,2,3,1954,68,6,14,1,7,1,45,2,6,,,,3,4,2,,.62070936,.48472223,.80283248
18 Nov 22,28 Nov 22,951,1678.248,10,1,1,fr,1,2,2,,5,,87,87,87,2,3,0,2,1,0,1,,,,,,6,1,6,2,2,1,3,2,3,3,2,1,6,1,4,2,2,1,0,2,1,5,1,5,10,2,1,1,1,1,1,7,998,,,,,,,,,,,,11,,,2,,,,,,6,,,,10,,,,,,,5,997,1,,,,998,2,2,2,2,3,3,5,2,1,5,4,6,6,5,6,1,1,1,8,7,8,4,999,,1,,,,,5,,7,4,2,5,5,3,3,2,11,1990,32,2,87,1,6,4,44,3,1,1,5,10,1,1,2,,.60916275,.53350401,.71192348
28 Nov 22,28 Nov 22,952,563.24402,27,2,1,sv,1,1,2,,7,,41,41,,20,0,0,0,0,0,1,,,,,,6,1,6,2,2,2,2,2,2,3,3,4,5,1,0,3,5,1,0,5,2,2,3,1,,2,2,2,2,2,2,5,3,5,,,,,,,7,,,,,,,2,,,,,,,,,,,,12,,,,,3,3,4,,,,1,3,2,2,2,2,2,3,2,1,4,4,3,4,3,4,5,4,5,3,2,6,5,375,,3,,,,,5,,5,4,3,5,5,3,3,1,6,1968,54,4,41,1,7,1,135,2,1,2,1,1,1,3,2,,.97345883,.79208028,.86551613
28 Nov 22,28 Nov 22,953,1258.376,10,2,2,fr,1,3,2,,7,,14,14,14,6,0,0,0,0,0,,1,,,,,,1,5,2,1,3,2,3,1,1,1,2,5,1,3,4,6,1,2,3,5,5,5,5,10,1,2,1,1,1,1,5,5,,,,3,,,,7,,,,,,,1,,,,,,,,,,,,,,,,,4,3,3,,,,1,2,3,3,1,4,4,3,3,5,7,3,5,4,5,6,2,4,5,2,3,6,4,417,,1,,,,,5,,7,7,1,5,5,2,3,1,2,1993,29,2,14,1,8,2,47,2,1,2,1,1,1,6,2,,.66292411,.52450424,.66909361
28 Nov 22,28 Nov 22,954,1915.896,10,2,1,fr,1,3,2,,10,,14,14,14,28,0,4,0,0,0,2,,,,,,6,,,,2,3,3,3,1,1,1,6,7,1,20,5,5,1,10,1,5,5,5,5,9,1,3,1,1,1,1,5,5,,,,,,,,,,,,11,,,1,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,1,1,1,1,1,1,1,3,6,6,5,6,2,2,1,4,1,10,4,998,,1,1,,,,,,10,10,2,2,5,2,3,2,8,1955,67,6,14,1,8,2,44,3,6,,,,3,8,1,3,.44495183,.5932793,.7694698
28 Nov 22,28 Nov 22,955,1166.65,10,2,1,fr,1,2,2,,9,,14,14,14,1,0,0,0,0,0,1,1,,,,,,2,7,2,1,3,3,3,1,1,1,5,5,1,6,3,6,1,6,2,5,4,4,5,10,6,2,1,1,1,2,4,998,,,,,,,,7,8,,,,,,1,1,,3,,,,7,8,,,11,,,,,,4,1,2,,,,1,2,3,2,1,2,4,5,4,1,4,3,6,3,6,5,1,1,3,8,4,8,5,998,,3,1,,,,,,10,2,2,4,2,2,3,2,8,1989,33,2,14,1,8,2,36,3,1,2,2,1,1,2,2,,.59290451,.73131043,.66909361
28 Nov 22,28 Nov 22,956,1445.7321,10,2,2,fr,1,3,2,,4,,14,14,15,19,0,2,0,0,0,3,1,,,,,,,,,1,3,3,3,1,1,1,5,7,1,5,5,7,1,4,2,4,5,4,4,10,3,1,1,2,1,2,5,5,,,,,,,6,7,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,3,2,2,5,4,4,3,5,6,4,4,5,10,4,2,2,5,2,6,168,,3,1,2,,,,,6,6,4,2,5,3,3,2,12,1949,72,6,14,1,7,2,41,1,6,,,,3,5,1,2,.34031302,.41434065,.7694698
28 Nov 22,28 Nov 22,957,1282.741,10,2,2,fr,1,2,2,,5,,14,14,30,2,0,1,0,3,0,3,,,,,,6,,,,2,3,3,3,1,2,1,2,2,1,4,5,6,1,10,1,4,4,5,5,9,4,5,2,1,1,1,4,5,,,,,,,,,,,,11,,,1,,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,2,1,2,3,3,4,4,5,6,6,5,5,5,5,5,7,9,7,7,998,,2,,,,,5,,5,7,2,2,5,1,3,2,4,1943,79,6,14,1,8,2,47,2,6,,,,3,2,2,,.5728873,.5089339,.80283248
28 Nov 22,28 Nov 22,958,990.31598,27,2,2,sv,1,3,2,,8,,41,41,41,10,1,0,1,0,0,1,,,,,,6,1,5,2,1,2,1,999,3,2,2,4,6,999,,3,5,999,,3,4,999,3,4,6,4,3,1,2,2,2,5,3,6,,,,,,,,,,,11,,,998,,,,,,,,,,,,12,,,,,997,2,2,,,,1,3,2,4,2,2,4,3,3,2,3,999,4,3,3,5,3,3,3,6,6,999,7,378,,2,,2,,4,,,10,8,1,5,5,3,3,2,7,1988,34,2,41,1,7,2,133,3,1,1,1,9,1,2,2,,1.0298169,.60676384,1.1433755
28 Nov 22,28 Nov 22,959,1130.75,27,2,2,sv,1,3,2,,10,,41,41,41,20,5,4,0,0,0,3,,,,,,6,1,10,2,1,3,3,3,1,1,1,3,6,1,6,4,6,1,4,1,4,999,5,5,7,1,3,2,1,1,1,7,5,,,,,,,,,,,,11,,,1,,,,,,,,,,,,,,,,,5,1,3,,,,1,3,2,3,2,2,2,3,2,1,1,4,4,4,3,5,7,3,2,10,8,9,7,373,,3,,2,,,,,8,8,1,4,4,2,3,2,10,1962,60,5,41,1,4,1,133,2,1,2,5,9,1,8,2,,.79135978,.46855763,.93926126
28 Nov 22,28 Nov 22,960,533.59302,27,2,2,sv,1,2,2,,2,,41,41,41,10,1,0,0,1,0,1,,,,,,6,,,,2,2,2,2,3,3,2,2,2,1,1,3,3,1,0,5,2,2,2,2,4,2,1,2,2,2,2,3,2,7,1,2,,,,,,,,10,,,,2,1,,,,,,,,,,,,,,,,,,,,,,1,2,3,3,2,2,3,3,4,5,5,3,1,3,2,3,3,3,2,1,2,2,2,375,,5,,2,,,,,1,1,3,998,5,5,3,2,7,1984,38,3,41,1,7,1,133,3,5,,,,5,1,1,1,.96335757,3.0000975,1.1648675
28 Nov 22,28 Nov 22,961,1277.434,10,2,2,fr,1,2,2,,5,,14,14,14,0,0,0,0,0,0,,,,,,,6,,,,2,3,3,2,1,2,1,4,7,1,4,6,7,1,3,2,4,4,4,5,9,2,2,1,1,2,2,6,4,8,,,,,,,7,8,,,,,,1,,2,3,,,,,,,10,11,,,,,,,,,4,2,1,2,3,3,5,2,3,4,6,3,1,4,2,5,2,4,3,8,7,2,3,5,5,4,169,,1,,,,,5,,10,7,1,4,5,2,3,2,2,2002,20,1,14,1,6,4,47,1,2,,,,2,5,2,,1.7644639,1.7201394,1.0854439
28 Nov 22,28 Nov 22,962,895.35199,27,2,2,sv,1,3,2,,6,,41,41,41,5,0,0,0,0,0,,,,,,,6,,,,2,2,2,2,1,3,3,2,5,1,3,6,7,1,4,2,4,5,4,5,10,2,3,7,2,2,2,6,4,7,,,,,5,,,,9,,,,,2,,,,,,,,,,,,12,,,,,,,,3,3,4,1,2,3,2,1,3,4,3,4,1,6,3,3,2,3,2,4,2,7,3,1,7,6,373,,5,,,3,4,,,1,3,2,5,5,4,3,2,8,1997,25,1,41,3,4,2,135,2,2,,,,1,6,1,2,1.6170851,1.1403687,1.2247224
28 Nov 22,28 Nov 22,963,1515.606,10,2,2,fr,1,1,998,,2,,14,14,,3,0,0,0,0,5,,,2,,,,,,,,2,3,2,3,1,1,1,7,7,1,4,7,7,1,2,1,999,4,4,3,,1,3,7,2,2,2,7,3,4,,,,,5,,,8,,,,,,1,1,,,,,,,,9,10,,,,,,,,,,4,1,3,1,2,2,3,2,4,3,5,3,5,2,3,4,3,3,5,2,2,2,7,10,6,4,998,,2,1,,,,,,7,5,2,5,5,3,3,1,7,2003,19,1,14,1,6,2,38,3,2,,,,1,2,2,,.76833707,.65646559,1.0854439
28 Nov 22,28 Nov 22,964,624.396,10,2,1,fr,1,1,2,,1,,14,14,,20,0,0,0,0,0,,,2,,4,,,,,,1,2,1,3,2,3,2,4,7,1,7,4,7,1,10,3,2,2,4,3,,5,2,7,2,1,1,4,2,5,1,,3,,,,,,,,,,,1,1,2,3,,5,,,,,10,11,,,,,,,,,4,2,4,1,2,3,5,1,5,6,6,7,1,6,2,2,3,3,4,6,7,6,9,8,8,4,998,,1,,,,,5,,9,9,1,4,4,3,2,2,2,2002,20,1,14,1,7,1,46,3,2,,,,1,6,2,,1.0538179,.90248942,1.0854439
28 Nov 22,28 Nov 22,965,905.77399,27,2,2,sv,1,1,2,,6,,41,41,,1,0,0,0,0,0,1,,,,,,6,1,6,2,2,1,2,2,1,2,1,3,5,1,3,4,7,1,3,5,4,3,4,3,,3,3,1,2,2,2,5,3,7,,,,,,,,,,,11,,,2,,,,,,,,,,,,12,,,,,4,2,3,,,,1,3,3,4,1,2,3,5,4,6,5,3,3,3,3,4,2,7,4,6,3,4,6,380,,5,1,2,,4,,,3,2,2,5,5,2,3,1,7,1992,30,2,41,1,6,1,133,3,1,2,6,4,1,4,2,,1.1898135,1.3421558,1.1433755
28 Nov 22,28 Nov 22,966,1108.505,10,1,1,fr,1,3,2,,1,,14,14,14,36,0,0,0,0,0,1,,,,,,6,,,,1,3,3,2,999,3,2,1,1,1,1,999,2,1,0,2,999,4,3,3,10,1,1,1,2,2,2,1,3,1,,,,,,,,,,,11,,,1,,,,,,,,,,,,,,14,,,,,,,,,2,3,1,1,1,1,1,1,2,1,5,4,6,4,4,999,1,1,1,10,5,1,1,168,,2,,,,,5,,8,8,999,999,999,3,3,2,4,1939,83,6,14,999,2,2,36,3,6,,,,3,5,999,,1.9333118,1.553607,.68233865
24 Nov 22,28 Nov 22,967,1011.677,15,2,2,it,1,2,998,,998,,20,161,20,18,1,2,0,0,0,,,,,,,6,,,,2,2,3,3,2,3,1,6,7,1,4,7,7,1,15,3,5,5,5,4,10,2,3,1,2,1,2,6,4,4,1,,,,,,7,,,,,,,1,,,,,,,,,,,,12,,,,,,,,4,2,2,1,998,2,4,2,3,6,5,6,1,5,2,5,3,6,6,1,1,1,8,9,9,4,239,,1,,,,,5,,6,6,2,2,2,2,3,2,10,2004,18,1,20,3,3,5,77,2,2,,,,1,7,2,,3.0000725,3.000072,.82353151
28 Nov 22,28 Nov 22,968,783.96198,10,2,1,fr,1,1,998,,998,,14,14,,0,0,0,0,0,3,,,,,,,6,,,,1,2,2,3,2,2,1,3,6,1,7,6,3,1,5,4,4,4,5,998,,4,4,7,2,1,2,6,4,4,,,,,5,,,8,,,,,,2,1,,3,,,,,,,,11,,,,,,,,,5,1,2,1,3,3,3,2,3,3,4,3,1,4,3,6,3,3,5,4,3,4,8,7,7,8,174,,1,1,,3,,,,9,6,1,5,5,2,3,2,7,1999,23,1,14,3,8,4,44,2,2,,,,3,3,2,,.7149241,.76418751,.54272193
28 Nov 22,28 Nov 22,969,1259.202,10,2,1,fr,1,2,3,9,,,14,14,14,3,0,0,0,0,0,,,2,,4,,,2,5,2,2,3,3,2,3,3,1,2,6,1,5,6,7,1,5,4,3,3,4,5,10,5,3,5,1,2,2,5,4,3,,,,,,,7,8,,10,,,,1,1,2,3,4,5,6,,8,,,11,,,,,,4,2,2,,,,1,3,2,4,2,3,4,4,2,1,2,2,3,3,4,4,4,3,1,8,8,5,2,169,,4,1,,,4,,,3,1,4,4,4,2,1,2,7,1997,25,1,14,1,8,3,46,1,1,2,3,6,1,4,1,2,.52690893,.74823684,.54272193
28 Nov 22,28 Nov 22,970,1598.943,27,2,2,sv,1,2,2,,1,,41,41,999,25,0,0,0,0,0,,,,,,,6,,10,1,2,2,3,3,1,1,1,5,7,1,4,6,7,1,5,4,4,5,4,5,10,6,2,3,1,1,2,3,4,3,,,,,5,,,,,,,,,1,1,,3,4,5,,,,,10,11,,,,,,4,997,,,,,1,3,2,3,1,3,4,5,3,3,7,3,4,2,3,3,2,4,5,8,3,6,5,377,,1,,,,,5,,9,10,1,5,5,3,3,2,11,1997,25,1,41,1,7,1,133,2,1,998,3,7,6,3,1,2,1.2789494,3.0000975,1.2247224
28 Nov 22,28 Nov 22,971,1375.293,10,2,1,fr,1,5,2,,8,,46,14,,20,0,2,0,0,0,3,,,,,,6,,,,2,3,3,3,2,3,2,2,5,1,2,6,6,1,4,1,4,2,5,4,,2,1,1,1,1,1,7,5,,,,3,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,1,1,3,1,2,1,1,6,6,6,6,6,9,7,3,999,999,8,3,998,,1,,,,,5,,10,10,1,5,5,1,3,1,5,1948,74,6,46,999,6,1,44,1,6,,,,3,3,999,,.43561253,.33346552,.80283248
28 Nov 22,28 Nov 22,972,823.784,27,2,2,sv,1,3,2,,10,,41,41,41,12,2,0,0,2,0,1,,,,,,6,1,9,2,2,3,2,3,1,1,2,2,5,1,8,3,4,1,5,2,5,4,5,5,9,6,3,2,1,2,2,2,4,2,,,,,,,,,,,11,,,1,1,,3,,,,,,,,,,,,,,4,1,1,,,,1,2,1,5,1,5,1,6,4,2,6,5,5,5,5,5,2,2,4,6,3,8,7,373,,1,,,,,5,,10,10,3,5,5,3,3,1,7,1973,49,4,41,1,7,2,133,3,1,2,3,7,1,4,2,,.90880066,.64953929,.86551613
28 Nov 22,28 Nov 22,973,1176.6219,10,2,1,fr,1,2,2,,7,,14,14,14,18,0,4,0,0,0,2,,,,,5,,,,,2,2,3,3,2,3,3,3,6,1,3,2,4,1,2,4,2,3,2,4,7,5,2,1,2,2,2,4,3,4,,,,,,,7,8,,,,,,998,,,,,,,,,,,,,,14,,,,,,,,,2,3,2,2,2,3,1,4,1,1,1,5,6,5,4,5,5,3,6,8,8,6,5,174,,1,1,,,,,,7,3,4,3,5,2,3,2,6,1957,65,5,14,1,4,1,39,1,6,,,,3,4,2,,.59241915,.45686775,.57720143
28 Nov 22,28 Nov 22,974,965.74597,27,2,1,sv,1,2,2,,6,,41,41,222,0,0,0,0,0,0,1,,,,,,6,1,5,2,1,3,3,3,2,2,2,5,5,1,3,5,5,1,0,5,3,4,4,4,7,1,2,2,2,2,1,5,5,,,,,,,,,8,,,,,,2,,,,,,,,,,,,,,,,,4,1,2,,,,1,3,1,5,2,2,6,7,8,1,8,3,6,5,6,6,1,1,5,7,7,3,7,378,,5,,,,,5,,8,8,4,5,5,3,3,2,10,1992,30,2,41,1,9,3,133,3,1,1,1,8,1,3,1,3,1.0298169,1.0278378,1.1433755
28 Nov 22,28 Nov 22,975,904.45203,10,2,1,fr,1,3,2,,8,,14,14,14,4,0,2,0,0,0,3,,2,,,,,,,,1,2,1,2,1,1,1,5,7,1,10,2,4,1,5,2,5,5,4,5,8,6,3,1,2,2,2,999,5,,,,,,,,,,,,11,,,1,,,,,,,,,,,,,,,,,,,,,,,1,3,3,1,2,2,4,1,3,1,1,3,6,2,3,3,1,1,3,9,10,999,8,176,,3,1,2,3,,,,2,5,2,5,5,2,3,2,7,1951,71,6,14,1,8,2,46,2,6,,,,3,1,1,2,.32793564,.24859872,.7694698
28 Nov 22,28 Nov 22,976,835.74701,10,2,1,fr,1,3,2,,7,,14,14,14,0,1,0,1,0,0,1,1,,,,,,1,7,1,2,3,3,3,1,2,1,5,7,1,13,4,7,1,10,1,4,5,5,5,9,2,2,2,1,2,2,4,3,4,,,,,,,,,9,,,,,1,1,,,,,,,,,10,11,,,,,,5,2,2,,,,1,2,3,3,3,4,5,5,4,1,4,3,6,3,3,6,1,2,1,5,5,6,7,998,,2,,,,,5,,10,8,2,5,5,2,3,2,5,1988,34,2,14,1,8,2,40,2,1,2,2,9,1,1,2,,1.3324023,1.0344559,1.3381872
28 Nov 22,28 Nov 22,977,1237.087,10,2,1,fr,1,1,2,,2,,14,14,,46,0,2,0,0,0,3,,,,,,6,,,,2,3,2,3,2,2,2,5,5,1,1,6,6,1,6,3,3,3,4,999,,2,4,6,2,1,1,5,3,3,,,,,,6,,,,,,,,1,1,,,,,,,8,,10,11,,,,,,,,,,,,1,998,2,2,3,2,2,3,3,5,5,3,3,4,3,4,1,1,3,999,3,4,5,176,,2,,,,,5,,7,1,3,3,5,2,2,2,1,1955,67,6,14,1,7,1,45,2,6,,,,3,4,2,,.62070936,.48472223,.80283248
